iter	RMSE	MAE
935	0.6323810697	0.2335641078
936	0.6322297391	0.233281546
937	0.6316228596	0.2330629749
938	0.6312134909	0.2327532124
939	0.6305373855	0.2324014948
940	0.6303914095	0.232188519
941	0.6302329557	0.231971663
942	0.6300841202	0.2317698642
943	0.6299527396	0.2315930354
944	0.6295290005	0.2313983663
945	0.6291978304	0.2311523498
946	0.6288988802	0.2308421908
947	0.6287638822	0.2306656913
948	0.6287096414	0.230573647
949	0.6286086227	0.2304367382
950	0.6283219475	0.2302383939
951	0.6277239519	0.2300510587
952	0.6270347715	0.2299251053
953	0.6269790235	0.2298011205
954	0.6264855029	0.2294135732
955	0.6104068489	0.2288507739
956	0.610259075	0.228692879
957	0.6096904019	0.2285231468
958	0.6096018345	0.2284335323
959	0.6091610667	0.2281560435
960	0.6091289657	0.2280759294
961	0.6087717042	0.2278019708
962	0.6085445293	0.2275712019
963	0.608284091	0.2274050609
964	0.6082316912	0.2273308613
965	0.6079174146	0.2270760796
966	0.6077045333	0.2268463376
967	0.607577815	0.2266997258
968	0.6075191242	0.2265789361
969	0.6072160923	0.2263144592
970	0.6071831429	0.2261928972
971	0.6072852437	0.2260203213
972	0.6069204491	0.2257383049
973	0.6066079289	0.225421082
974	0.6063877452	0.2251628307
975	0.6054599674	0.2247825139
976	0.6048156857	0.2243918228
977	0.6045763008	0.2241230277
978	0.6042903713	0.2238535406
979	0.60404505	0.2236604378
980	0.6037551339	0.2234195195
981	0.6036860172	0.2233096744
982	0.6035395601	0.2230589023
983	0.6032028561	0.222627771
984	0.6030666101	0.222525429
985	0.6023344279	0.2221284325
986	0.6022461332	0.2220125612
987	0.6019389571	0.2217687424
988	0.6017971377	0.2215540888
989	0.6017387108	0.2214753798
990	0.6017524458	0.2213481818
991	0.6009625962	0.2208349114
992	0.6009210912	0.2207233797
993	0.6006785553	0.2204012539
994	0.6005594282	0.2202233747
995	0.6003687963	0.220119573
996	0.5997002207	0.2197654281
997	0.5994876808	0.2195457791
998	0.5992376082	0.219225598
999	0.5988918977	0.218937479
